,showId,topic0,topic1,topic2,topic3,topic4
28,28,0.258528370802645,0.697304030522167,0.04343319886194251,0.00036671172040390497,0.00036768809284125597
29,29,0.00018244948176744904,0.017584661944198745,0.00018341283861465549,0.9453784845964036,0.03667099113901543
30,30,0.0026554094320398497,0.5351859899429109,0.0026401310521270995,0.4127431486468,0.04677532092612233
31,31,0.0006585754699888478,0.0713730418693067,0.0006541043189278187,0.203509782173377,0.7238044961683996
32,32,0.9884505028186104,0.0028890009923012642,0.0028724825815625923,0.0029190637690220587,0.0028689498385037547
33,33,0.011079048455137566,0.24402540228587957,0.0005731857230835425,0.7442602852960752,6.207823982406954e-05
34,34,0.0007464977280007962,0.21582272313878278,0.0007436830232542411,0.7024528076409438,0.08023428846901827
35,35,0.7707961084678617,0.22550093502388607,0.0012335715464111211,0.001229221858054621,0.0012401631037863
36,36,0.9053325680770955,0.09294462296828866,0.000570954853327786,0.0005757263741154673,0.0005761277271726176
37,37,0.00020582053050164725,0.07980127000080972,0.000207294903655796,0.8269948132862267,0.09279080127880614
38,38,0.0008912064563590991,0.08509598685781682,0.0008951080688363754,0.9122084186931094,0.0009092799238781615
39,39,0.14008984974288988,0.3581364345899695,0.0010297857445064288,0.4275523274241727,0.07319160249846152
40,40,0.00017036734596597333,0.5441983472977192,0.00017067785806924046,0.36919650591943043,0.08626410157881526
41,41,0.00032063497667855214,0.9834024845109786,0.00032367095754074154,0.00031842501890891724,0.015634784535893235
42,42,0.0003143171046557441,0.43399517479703736,0.14921533828416972,0.16618484748153156,0.2502903223326056
43,43,0.00044279333578638446,0.5850129891308885,0.00044138383033984733,0.0004440041265123413,0.41365882957647304
44,44,0.0001311958073897903,0.00013271969416214145,0.6430368218175431,0.35656623452976066,0.00013302815114440723
45,45,0.0001643175060744821,0.6032902933620627,0.00016516217774480594,0.39621373983991504,0.000166487114202872
46,46,0.0007289018260211893,0.09807015847290039,0.0007286618043799953,0.7656087860645767,0.13486349183212187
47,47,0.00041994439292043946,0.13264370846764795,0.0004188755868214027,0.18010137617270291,0.6864160953799073
48,48,0.0003232058344656243,0.5072785539138169,0.2419256374295824,0.24512869158555586,0.005343911236579183
49,49,0.0004571961611297685,0.6594433487256447,0.06440134801985677,0.00045994736504448557,0.2752381597283243
50,50,0.00029292975516819126,0.3774482292545848,0.00029636426674525655,0.2682946849589406,0.3536677917645611
51,51,0.01809077479439654,0.20605393921636142,0.0007106016322835863,0.5765735108605783,0.1985711734963802
52,52,0.000235122528097946,0.8025583371083194,0.00023578632079971842,0.15482551989928475,0.0421452341434983
53,53,0.002190806077687583,0.002215129700560295,0.4386775096188311,0.0022491761526555057,0.5546673784502654
54,54,0.0014578619225253855,0.08845023458665575,0.0014771722884558205,0.9035153560944872,0.005099375107875833
55,55,0.09387003478958285,0.5591169424058176,0.002067160524039729,0.16694295312324853,0.17800290915731126
56,56,0.11171373589312565,0.6057121355164056,0.0026161383413290276,0.10225466620223155,0.17770332404690836
57,57,0.998640625549032,0.0003407995404236304,0.00033738511830106507,0.00033974630400936915,0.0003414434882339798
58,58,0.48902578324427487,0.4162255049361978,0.0007531571540979927,0.04185351917010863,0.052142035495320746
59,59,0.00020129681819177405,0.5390521316187842,0.0001990917212732917,0.09663688567771589,0.36391059416403493
60,60,0.9984515602736113,0.00038785748681099855,0.0003874221811627019,0.0003870905727747418,0.0003860694856404285
61,61,0.00013939478535181596,0.4383794262876841,0.00013992417365005133,0.2621285190183073,0.29921273573500673
62,62,0.00023038407176566249,0.5384982749304495,0.04497020466922281,0.3983169903097771,0.01798414601878496
63,63,0.0004794183557679746,0.11471848768621148,0.00048618827091036405,0.3065497677045963,0.5777661379825139
64,64,0.0009516101365744939,0.9961744663143594,0.000954414979632401,0.0009615424415668045,0.0009579661278669916
65,65,0.002252838860842813,0.3169309934380807,0.2728375364116465,0.4056954057717217,0.002283225517708348
66,66,0.00011412972976258634,0.5282380630418215,0.012703577933172287,0.3640963498238553,0.09484787947138827
67,67,0.0004387739593536265,0.6310983022728686,0.0004393246070536171,0.23294791565388612,0.13507568350683818
68,68,0.00045322998207319916,0.23005882395646637,0.00045515563154153955,0.03259484511573944,0.7364379453141795
69,69,0.0012963392689445605,0.2662326116032193,0.014212539428282968,0.44348163086768755,0.2747768788318656
70,70,0.0008100079471625425,0.3801996519738956,0.0008365039614187888,0.12023443845915859,0.4979193976583645
71,71,0.00014202175116734232,0.09632855145584578,0.00014283070028960312,0.00014394622618619103,0.9032426498665111
72,72,7.622598834133615e-05,0.8083867896524869,7.650625760501915e-05,0.07547681688485755,0.11598366121670918
73,73,0.0006778787834240002,0.37393691363785597,0.07854384378991601,0.5461591420644377,0.0006822217243663048
74,74,0.0007316578994593946,0.4195255736259317,0.0007351537127154721,0.0007366736288839286,0.5782709411330095
75,75,0.00015974195543115956,0.6395285685286952,0.0001599669006079221,0.2661726688503426,0.09397905376492316
76,76,0.0003565013248630777,0.07121605703538868,0.00035826997030706406,0.0003623194603400048,0.9277068522091012
77,77,0.0007411776324477289,0.5467792483556516,0.0007401932798087031,0.40414832807698803,0.04759105265510385
78,78,0.000367263494894248,0.7869593637067439,0.0003671706440084717,0.2119399331069468,0.0003662690474066299
79,79,0.8603860703620602,0.0022343421804065307,0.002210614973493482,0.13293152524987725,0.002237447234162481
80,80,0.00021318219841387308,0.22589349432497477,0.00021461111236485133,0.7305047139415093,0.04317399842273725
81,81,0.20461897208100796,0.48146998531341784,0.00036898987944703935,0.13186192778753267,0.1816801249385943
82,82,0.028822601479782335,0.19078411728358047,0.00012073698994020936,0.00011953559884887149,0.7801530086478481
83,83,0.0003504270235318138,0.5183690074699976,0.00035331751487071016,0.22392780882608757,0.2569994391655124
84,84,7.786965113950139e-05,7.871408309412055e-05,7.786709424045387e-05,0.9958846779271557,0.0038808712443700764
85,85,0.00028883258517427366,0.1703225362968826,0.00028933229138647474,0.6302559896173682,0.19884330920918847
86,86,8.070790155484624e-05,0.05065671554163891,8.080437532723326e-05,0.9349375007081903,0.014244271473288666
87,87,0.000356916805748342,0.022941811513526273,0.0003586381255749859,0.3190193654637491,0.6573232680914014
88,88,0.0004991259537717263,0.5143528693078381,0.0004907201761346757,0.4162125113236706,0.06844477323858489
89,89,0.4392136756881019,0.5590658316459184,0.0005758908472517861,0.00057337386691976,0.0005712279518082223
90,90,0.0005510951557807826,0.06737753892204082,0.000553729506437367,0.24031751038734736,0.6912001260283936
91,91,0.11491499634684134,0.8844278129562846,0.00021823477531022304,0.00021993954352147587,0.00021901637804244248
92,92,0.0001987776995763628,0.0002011121979377645,0.00019950233249992487,0.9992004853490168,0.00020012242096903037
93,93,4.346900832934323e-05,4.393146057661572e-05,4.35689715107278e-05,0.9998249288321553,4.410172742784115e-05
94,94,0.00020971399547365876,0.00021115849204260832,0.9991600531973585,0.00020911620091944248,0.0002099581142057903
95,95,0.0002245817981616722,0.00022652415532011213,0.9991001732599917,0.00022386685509455162,0.00022485393143206625
96,96,0.05607975626247166,0.614545383029881,0.001437398475767605,0.12802062438831535,0.1999168378435643
97,97,0.000458346138873103,0.03760230686963611,0.000461295143252932,0.9610139594735276,0.0004640923747102379
98,98,0.0001607812815485989,0.8306971776476714,0.00016168100647289725,0.15758035065571466,0.011400009408592527
99,99,0.3836779859541311,0.6147186580760655,0.0005302190252182723,0.0005360682846819101,0.0005370686599031386
100,100,0.8953082059170927,0.0009556287861841376,0.0009479320278173574,0.0009503674760718507,0.10183786579283378
101,101,0.7039300322480799,0.2929798194062349,0.0010280310135894121,0.001026762043319031,0.0010353552887768112
102,102,0.6722546461856975,0.3238798404039746,0.0012796330946213813,0.0012954336855568551,0.0012904466301497093
103,103,0.23496154726699614,0.5888865217049362,0.0007740170881170492,0.0007821881168472255,0.1745957258231034
104,104,9.772404322332463e-05,0.018253126201701213,9.719972101854687e-05,0.42370263083626586,0.557849319197791
105,105,0.00023777420292019462,0.9247905903092641,0.0002361066207953142,0.07449826822462233,0.00023726064239812391
106,106,0.20053015605872432,0.7476324191261877,0.0006376212900054935,0.05055530449888682,0.0006444990261955713
107,107,0.2023015061166383,0.3673192428768442,0.227725696709407,0.030578116431443602,0.17207543786566692
108,108,6.022442768852005e-05,0.02862641854638939,6.108177377771919e-05,0.9574844302474247,0.013767845004719627
109,109,0.0008293780959998395,0.6363179885865479,0.0008378460873503643,0.3611764123217472,0.0008383749083548354
110,110,0.00015319752991015578,0.3968675570402554,0.00015312350851219358,0.05873244841534703,0.5440936735059753
111,111,0.08164402348926532,0.7193679360195024,0.0002762079522695251,0.12550082316369715,0.07321100937526541
112,112,0.000738081397468933,0.12472075357386472,0.17584775207838116,0.5652615440395968,0.13343186891068845
113,113,0.0017526054856565566,0.34995407931911116,0.0017380909612903098,0.13417124288763668,0.5123839813463053
114,114,0.00018137440999018816,0.3688546338567762,0.00018186315216347718,0.055176465778286526,0.5756056628027836
115,115,0.00041073098981678446,0.14956441411760948,0.00041035310611892557,0.7412597890560509,0.10835471273040385
116,116,0.0006199944931379449,0.7099279544209182,0.0006183829544846046,0.27641995865116903,0.012413709480290422
117,117,0.001149893370547581,0.0240917780430506,0.0011582910494045736,0.8995452611089654,0.07405477642803195
118,118,0.0001160520901057377,0.00011740680289462742,0.00011600914139589183,0.9995329704746252,0.0001175614909785311
119,119,0.0001149330788112044,0.00011638343921348237,0.000114918556143454,0.9995374021529813,0.00011636277285062143
120,120,0.0007810197742163896,0.529944719522402,0.018195746490540853,0.189016949856892,0.26206156435594874
121,121,0.00695895984167592,0.46788228875458815,0.00030627523672950146,0.1457123201209458,0.3791401560460606
122,122,0.0013570622427790634,0.7254793257439035,0.0013500526881656965,0.2704596239676238,0.0013539353575279496
123,123,0.0017607264534135235,0.7383362321394411,0.0017715147429721498,0.07783967545096576,0.1802918512132073
124,124,0.06944152354040256,0.0007821932751540319,0.9282144747882625,0.0007792036606057875,0.0007826047355753059
125,125,0.00038508435624054726,0.3633878606322977,0.0003838389538578,0.6354528821383356,0.00039033391926820066
126,126,8.199849230641609e-05,8.313270336995495e-05,8.256746254523697e-05,0.9453147668204672,0.054437534521311094
127,127,0.0002491380435800167,0.5208274944104537,0.0002506964555362189,0.08848088723862375,0.3901917838518062
128,128,0.00025996237508319365,0.00026162238421115495,0.0002600075197607126,0.9989565383114066,0.0002618694095382962
129,129,0.0008274221872800079,0.9967103168421957,0.0008176124801728488,0.0008192159375859902,0.0008254325527653922
130,130,0.00421248878691063,0.5178516088147909,0.004206827407885442,0.4694303689993276,0.00429870599108541
131,131,0.0015256701534635355,0.5931461981511302,0.0015307478697168383,0.4022552996775445,0.0015420841481449065
132,132,0.00014875343996451133,0.00014961881805130775,0.00014868218884444437,0.9994030361150914,0.0001499094380483654
133,133,0.00018268924061958322,0.00018355270732191848,0.00018261035974576368,0.9992669793516586,0.00018416834065412567
134,134,0.0007844184343545981,0.0007887610481459788,0.0007842257741919892,0.0007862408536458742,0.9968563538896615
135,135,0.0025091717504160333,0.0025374720345606766,0.002525803244475196,0.8052557565135701,0.18717179645697807
136,136,0.00025946954612541905,0.00026113272462310666,0.0002600278830182445,0.00026087158639102615,0.9989584982598422
137,137,0.0024958177634917932,0.7992619034738911,0.0024906996848711184,0.0025055234570837354,0.19324605562066208
138,138,0.00028494182316207657,0.18864739175278183,0.00028412920489194243,0.810497523090352,0.00028601412881211724
139,139,9.158965860496457e-05,0.9996327447965879,9.16287767768888e-05,9.217327811901427e-05,9.186348991133775e-05
140,140,0.00025647098163155866,0.01648891566212534,0.00025669152460306154,0.982738454590546,0.0002594672410939461
141,141,0.00020148279495562184,0.00020297931894621758,0.000201706745292879,0.00020311373157328914,0.999190717409232
142,142,0.0009516101365744939,0.9961744663143594,0.000954414979632401,0.0009615424415668045,0.0009579661278669916
143,143,0.0007268791853351509,0.0007388253483776726,0.0007255083687525709,0.9970790810469741,0.0007297060505603317
